airport,date,key,value
AUS,2015-04-26,actual-min-temp,69
AUS,2015-04-26,average-max-temp,82
SEA,2015-04-29,record-min-temp,31
SEA,2015-04-29,average-min-temp,44
SEA,2015-04-29,actual-max-temp,61
SEA,2015-04-29,record-max-temp,80
SEA,2015-04-29,actual-min-temp,45
SEA,2015-04-29,average-max-temp,61
AUS,2015-04-27,record-min-temp,45
AUS,2015-04-27,average-min-temp,58
AUS,2015-04-27,actual-max-temp,84
AUS,2015-04-27,record-max-temp,94
AUS,2015-04-27,actual-min-temp,60
AUS,2015-04-27,average-max-temp,83
BOS,2015-04-20,record-min-temp,21
BOS,2015-04-20,average-min-temp,42
BOS,2015-04-20,actual-max-temp,51
BOS,2015-04-20,record-max-temp,89
BOS,2015-04-20,actual-min-temp,41
BOS,2015-04-20,average-max-temp,57
SEA,2015-04-30,record-min-temp,32
SEA,2015-04-30,average-min-temp,44
SEA,2015-04-30,actual-max-temp,63
SEA,2015-04-30,record-max-temp,85
SEA,2015-04-30,actual-min-temp,46
SEA,2015-04-30,average-max-temp,61
AUS,2015-04-28,record-min-temp,43
AUS,2015-04-28,average-min-temp,58
AUS,2015-04-28,actual-max-temp,64
AUS,2015-04-28,record-max-temp,93
AUS,2015-04-28,actual-min-temp,51
AUS,2015-04-28,average-max-temp,83
BOS,2015-04-21,record-min-temp,21
BOS,2015-04-21,average-min-temp,42
BOS,2015-04-21,actual-max-temp,65
BOS,2015-04-21,record-max-temp,88
BOS,2015-04-21,actual-min-temp,46
BOS,2015-04-21,average-max-temp,58
SEA,2015-05-01,record-min-temp,28
SEA,2015-05-01,average-min-temp,44
SEA,2015-05-01,actual-max-temp,65
SEA,2015-05-01,record-max-temp,85
SEA,2015-05-01,actual-min-temp,48
SEA,2015-05-01,average-max-temp,62
AUS,2015-04-29,record-min-temp,42
AUS,2015-04-29,average-min-temp,59
AUS,2015-04-29,actual-max-temp,75
AUS,2015-04-29,record-max-temp,93
AUS,2015-04-29,actual-min-temp,49
AUS,2015-04-29,average-max-temp,83
BOS,2015-04-22,record-min-temp,26
BOS,2015-04-22,average-min-temp,43
BOS,2015-04-22,actual-max-temp,67
BOS,2015-04-22,record-max-temp,88
BOS,2015-04-22,actual-min-temp,43
BOS,2015-04-22,average-max-temp,58
SEA,2015-05-02,record-min-temp,33
SEA,2015-05-02,average-min-temp,45
SEA,2015-05-02,actual-max-temp,65
SEA,2015-05-02,record-max-temp,74
SEA,2015-05-02,actual-min-temp,46
SEA,2015-05-02,average-max-temp,62
BOS,2015-04-23,record-min-temp,29
BOS,2015-04-23,average-min-temp,43
BOS,2015-04-23,actual-max-temp,51
BOS,2015-04-23,record-max-temp,86
BOS,2015-04-23,actual-min-temp,38
BOS,2015-04-23,average-max-temp,58
AUS,2015-04-30,record-min-temp,44
AUS,2015-04-30,average-min-temp,59
AUS,2015-04-30,actual-max-temp,80
AUS,2015-04-30,record-max-temp,93
AUS,2015-04-30,actual-min-temp,44
AUS,2015-04-30,average-max-temp,83
SEA,2015-05-03,record-min-temp,35
SEA,2015-05-03,average-min-temp,45
SEA,2015-05-03,actual-max-temp,69
SEA,2015-05-03,record-max-temp,77
SEA,2015-05-03,actual-min-temp,46
SEA,2015-05-03,average-max-temp,62
BOS,2015-04-24,record-min-temp,28
BOS,2015-04-24,average-min-temp,43
BOS,2015-04-24,actual-max-temp,50
BOS,2015-04-24,record-max-temp,84
BOS,2015-04-24,actual-min-temp,37
BOS,2015-04-24,average-max-temp,59
AUS,2015-05-01,record-min-temp,42
AUS,2015-05-01,average-min-temp,59
AUS,2015-05-01,actual-max-temp,83
AUS,2015-05-01,record-max-temp,95
AUS,2015-05-01,actual-min-temp,48
AUS,2015-05-01,average-max-temp,83
SEA,2015-05-04,record-min-temp,33
SEA,2015-05-04,average-min-temp,45
SEA,2015-05-04,actual-max-temp,63
SEA,2015-05-04,record-max-temp,85
SEA,2015-05-04,actual-min-temp,45
SEA,2015-05-04,average-max-temp,62
BOS,2015-04-25,record-min-temp,27
BOS,2015-04-25,average-min-temp,44
BOS,2015-04-25,actual-max-temp,56
BOS,2015-04-25,record-max-temp,83
BOS,2015-04-25,actual-min-temp,36
BOS,2015-04-25,average-max-temp,59
AUS,2015-05-02,record-min-temp,47
AUS,2015-05-02,average-min-temp,60
AUS,2015-05-02,actual-max-temp,81
AUS,2015-05-02,record-max-temp,96
AUS,2015-05-02,actual-min-temp,50
AUS,2015-05-02,average-max-temp,84
SEA,2015-05-05,record-min-temp,36
SEA,2015-05-05,average-min-temp,45
SEA,2015-05-05,actual-max-temp,58
SEA,2015-05-05,record-max-temp,86
SEA,2015-05-05,actual-min-temp,45
SEA,2015-05-05,average-max-temp,63
AUS,2015-05-03,record-min-temp,42
AUS,2015-05-03,average-min-temp,60
AUS,2015-05-03,actual-max-temp,83
AUS,2015-05-03,record-max-temp,94
AUS,2015-05-03,actual-min-temp,48
AUS,2015-05-03,average-max-temp,84
BOS,2015-04-26,record-min-temp,28
BOS,2015-04-26,average-min-temp,44
BOS,2015-04-26,actual-max-temp,56
BOS,2015-04-26,record-max-temp,87
BOS,2015-04-26,actual-min-temp,43
BOS,2015-04-26,average-max-temp,59
SEA,2015-05-06,record-min-temp,36
SEA,2015-05-06,average-min-temp,45
SEA,2015-05-06,actual-max-temp,62
SEA,2015-05-06,record-max-temp,87
SEA,2015-05-06,actual-min-temp,45
SEA,2015-05-06,average-max-temp,63
BOS,2015-04-27,record-min-temp,33
BOS,2015-04-27,average-min-temp,44
BOS,2015-04-27,actual-max-temp,57
BOS,2015-04-27,record-max-temp,92
BOS,2015-04-27,actual-min-temp,45
BOS,2015-04-27,average-max-temp,60
AUS,2015-05-04,record-min-temp,37
AUS,2015-05-04,average-min-temp,60
AUS,2015-05-04,actual-max-temp,84
AUS,2015-05-04,record-max-temp,98
AUS,2015-05-04,actual-min-temp,59
AUS,2015-05-04,average-max-temp,84
SEA,2015-05-07,record-min-temp,33
SEA,2015-05-07,average-min-temp,46
SEA,2015-05-07,actual-max-temp,69
SEA,2015-05-07,record-max-temp,81
SEA,2015-05-07,actual-min-temp,43
SEA,2015-05-07,average-max-temp,63
BOS,2015-04-28,record-min-temp,30
BOS,2015-04-28,average-min-temp,45
BOS,2015-04-28,actual-max-temp,64
BOS,2015-04-28,record-max-temp,93
BOS,2015-04-28,actual-min-temp,42
BOS,2015-04-28,average-max-temp,60
AUS,2015-05-05,record-min-temp,44
AUS,2015-05-05,average-min-temp,60
AUS,2015-05-05,actual-max-temp,83
AUS,2015-05-05,record-max-temp,101
AUS,2015-05-05,actual-min-temp,61
AUS,2015-05-05,average-max-temp,84
SEA,2015-05-08,record-min-temp,36
SEA,2015-05-08,average-min-temp,46
SEA,2015-05-08,actual-max-temp,75
SEA,2015-05-08,record-max-temp,84
SEA,2015-05-08,actual-min-temp,47
SEA,2015-05-08,average-max-temp,63
BOS,2015-04-29,record-min-temp,31
BOS,2015-04-29,average-min-temp,45
BOS,2015-04-29,actual-max-temp,54
BOS,2015-04-29,record-max-temp,85
BOS,2015-04-29,actual-min-temp,48
BOS,2015-04-29,average-max-temp,61
AUS,2015-05-06,record-min-temp,45
AUS,2015-05-06,average-min-temp,61
AUS,2015-05-06,actual-max-temp,87
AUS,2015-05-06,record-max-temp,98
AUS,2015-05-06,actual-min-temp,71
AUS,2015-05-06,average-max-temp,85
SEA,2015-05-09,record-min-temp,38
SEA,2015-05-09,average-min-temp,46
SEA,2015-05-09,actual-max-temp,80
SEA,2015-05-09,record-max-temp,81
SEA,2015-05-09,actual-min-temp,49
SEA,2015-05-09,average-max-temp,63
BOS,2015-04-30,record-min-temp,31
BOS,2015-04-30,average-min-temp,45
BOS,2015-04-30,actual-max-temp,55
BOS,2015-04-30,record-max-temp,86
BOS,2015-04-30,actual-min-temp,44
BOS,2015-04-30,average-max-temp,61
AUS,2015-05-07,record-min-temp,44
AUS,2015-05-07,average-min-temp,61
AUS,2015-05-07,actual-max-temp,84
AUS,2015-05-07,record-max-temp,102
AUS,2015-05-07,actual-min-temp,72
AUS,2015-05-07,average-max-temp,85
SEA,2015-05-10,record-min-temp,38
SEA,2015-05-10,average-min-temp,46
SEA,2015-05-10,actual-max-temp,67
SEA,2015-05-10,record-max-temp,80
SEA,2015-05-10,actual-min-temp,52
SEA,2015-05-10,average-max-temp,64
BOS,2015-05-01,record-min-temp,33
BOS,2015-05-01,average-min-temp,46
BOS,2015-05-01,actual-max-temp,49
BOS,2015-05-01,record-max-temp,89
BOS,2015-05-01,actual-min-temp,39
BOS,2015-05-01,average-max-temp,61
AUS,2015-05-08,record-min-temp,48
AUS,2015-05-08,average-min-temp,61
AUS,2015-05-08,actual-max-temp,83
AUS,2015-05-08,record-max-temp,97
AUS,2015-05-08,actual-min-temp,70
AUS,2015-05-08,average-max-temp,85
SEA,2015-05-11,record-min-temp,35
SEA,2015-05-11,average-min-temp,46
SEA,2015-05-11,actual-max-temp,57
SEA,2015-05-11,record-max-temp,87
SEA,2015-05-11,actual-min-temp,50
SEA,2015-05-11,average-max-temp,64
BOS,2015-05-02,record-min-temp,33
BOS,2015-05-02,average-min-temp,46
BOS,2015-05-02,actual-max-temp,50
BOS,2015-05-02,record-max-temp,91
BOS,2015-05-02,actual-min-temp,39
BOS,2015-05-02,average-max-temp,62
AUS,2015-05-09,record-min-temp,47
AUS,2015-05-09,average-min-temp,62
AUS,2015-05-09,actual-max-temp,86
AUS,2015-05-09,record-max-temp,98
AUS,2015-05-09,actual-min-temp,69
AUS,2015-05-09,average-max-temp,85
SEA,2015-05-12,record-min-temp,38
SEA,2015-05-12,average-min-temp,47
SEA,2015-05-12,actual-max-temp,60
SEA,2015-05-12,record-max-temp,81
SEA,2015-05-12,actual-min-temp,51
SEA,2015-05-12,average-max-temp,64
BOS,2015-05-03,record-min-temp,31
BOS,2015-05-03,average-min-temp,46
BOS,2015-05-03,actual-max-temp,67
BOS,2015-05-03,record-max-temp,92
BOS,2015-05-03,actual-min-temp,45
BOS,2015-05-03,average-max-temp,62
AUS,2015-05-10,record-min-temp,49
AUS,2015-05-10,average-min-temp,62
AUS,2015-05-10,actual-max-temp,87
AUS,2015-05-10,record-max-temp,94
AUS,2015-05-10,actual-min-temp,75
AUS,2015-05-10,average-max-temp,85
SEA,2015-05-13,record-min-temp,37
SEA,2015-05-13,average-min-temp,47
SEA,2015-05-13,actual-max-temp,54
SEA,2015-05-13,record-max-temp,84
SEA,2015-05-13,actual-min-temp,50
SEA,2015-05-13,average-max-temp,64
BOS,2015-05-04,record-min-temp,33
BOS,2015-05-04,average-min-temp,46
BOS,2015-05-04,actual-max-temp,84
BOS,2015-05-04,record-max-temp,90
BOS,2015-05-04,actual-min-temp,49
BOS,2015-05-04,average-max-temp,62
AUS,2015-05-11,record-min-temp,44
AUS,2015-05-11,average-min-temp,62
AUS,2015-05-11,actual-max-temp,77
AUS,2015-05-11,record-max-temp,98
AUS,2015-05-11,actual-min-temp,67
AUS,2015-05-11,average-max-temp,86
SEA,2015-05-14,record-min-temp,36
SEA,2015-05-14,average-min-temp,47
SEA,2015-05-14,actual-max-temp,64
SEA,2015-05-14,record-max-temp,87
SEA,2015-05-14,actual-min-temp,49
SEA,2015-05-14,average-max-temp,65
BOS,2015-05-05,record-min-temp,35
BOS,2015-05-05,average-min-temp,47
BOS,2015-05-05,actual-max-temp,70
BOS,2015-05-05,record-max-temp,89
BOS,2015-05-05,actual-min-temp,54
BOS,2015-05-05,average-max-temp,63
AUS,2015-05-12,record-min-temp,48
AUS,2015-05-12,average-min-temp,63
AUS,2015-05-12,actual-max-temp,68
AUS,2015-05-12,record-max-temp,97
AUS,2015-05-12,actual-min-temp,66
AUS,2015-05-12,average-max-temp,86
SEA,2015-05-15,record-min-temp,38
SEA,2015-05-15,average-min-temp,47
SEA,2015-05-15,actual-max-temp,68
SEA,2015-05-15,record-max-temp,85
SEA,2015-05-15,actual-min-temp,49
SEA,2015-05-15,average-max-temp,65
BOS,2015-05-06,record-min-temp,33
BOS,2015-05-06,average-min-temp,47
BOS,2015-05-06,actual-max-temp,73
BOS,2015-05-06,record-max-temp,90
BOS,2015-05-06,actual-min-temp,52
BOS,2015-05-06,average-max-temp,63
SEA,2015-05-16,record-min-temp,40
SEA,2015-05-16,average-min-temp,47
SEA,2015-05-16,actual-max-temp,60
SEA,2015-05-16,record-max-temp,84
SEA,2015-05-16,actual-min-temp,52
SEA,2015-05-16,average-max-temp,65
AUS,2015-05-13,record-min-temp,48
AUS,2015-05-13,average-min-temp,63
AUS,2015-05-13,actual-max-temp,71
AUS,2015-05-13,record-max-temp,94
AUS,2015-05-13,actual-min-temp,63
AUS,2015-05-13,average-max-temp,86
BOS,2015-05-07,record-min-temp,37
BOS,2015-05-07,average-min-temp,47
BOS,2015-05-07,actual-max-temp,79
BOS,2015-05-07,record-max-temp,95
BOS,2015-05-07,actual-min-temp,53
BOS,2015-05-07,average-max-temp,63
SEA,2015-05-17,record-min-temp,39
SEA,2015-05-17,average-min-temp,48
SEA,2015-05-17,actual-max-temp,67
SEA,2015-05-17,record-max-temp,90
SEA,2015-05-17,actual-min-temp,51
SEA,2015-05-17,average-max-temp,65
AUS,2015-05-14,record-min-temp,45
AUS,2015-05-14,average-min-temp,63
AUS,2015-05-14,actual-max-temp,86
AUS,2015-05-14,record-max-temp,96
AUS,2015-05-14,actual-min-temp,66
AUS,2015-05-14,average-max-temp,86
BOS,2015-05-08,record-min-temp,34
BOS,2015-05-08,average-min-temp,48
BOS,2015-05-08,actual-max-temp,71
BOS,2015-05-08,record-max-temp,87
BOS,2015-05-08,actual-min-temp,46
BOS,2015-05-08,average-max-temp,64
BOS,2015-05-09,record-min-temp,35
BOS,2015-05-09,average-min-temp,48
BOS,2015-05-09,actual-max-temp,71
BOS,2015-05-09,record-max-temp,95
BOS,2015-05-09,actual-min-temp,46
BOS,2015-05-09,average-max-temp,64
SEA,2015-05-18,record-min-temp,37
SEA,2015-05-18,average-min-temp,48
SEA,2015-05-18,actual-max-temp,78
SEA,2015-05-18,record-max-temp,89
SEA,2015-05-18,actual-min-temp,54
SEA,2015-05-18,average-max-temp,65
AUS,2015-05-15,record-min-temp,42
AUS,2015-05-15,average-min-temp,64
AUS,2015-05-15,actual-max-temp,76
AUS,2015-05-15,record-max-temp,96
AUS,2015-05-15,actual-min-temp,64
AUS,2015-05-15,average-max-temp,87
BOS,2015-05-10,record-min-temp,34
BOS,2015-05-10,average-min-temp,48
BOS,2015-05-10,actual-max-temp,89
BOS,2015-05-10,record-max-temp,94
BOS,2015-05-10,actual-min-temp,59
BOS,2015-05-10,average-max-temp,64
SEA,2015-05-19,record-min-temp,38
SEA,2015-05-19,average-min-temp,48
SEA,2015-05-19,actual-max-temp,71
SEA,2015-05-19,record-max-temp,88
SEA,2015-05-19,actual-min-temp,53
SEA,2015-05-19,average-max-temp,65
AUS,2015-05-16,record-min-temp,48
AUS,2015-05-16,average-min-temp,64
AUS,2015-05-16,actual-max-temp,88
AUS,2015-05-16,record-max-temp,97
AUS,2015-05-16,actual-min-temp,66
AUS,2015-05-16,average-max-temp,87
BOS,2015-05-11,record-min-temp,33
BOS,2015-05-11,average-min-temp,48
BOS,2015-05-11,actual-max-temp,80
BOS,2015-05-11,record-max-temp,91
BOS,2015-05-11,actual-min-temp,50
BOS,2015-05-11,average-max-temp,64
SEA,2015-05-20,record-min-temp,40
SEA,2015-05-20,average-min-temp,48
SEA,2015-05-20,actual-max-temp,74
SEA,2015-05-20,record-max-temp,92
SEA,2015-05-20,actual-min-temp,51
SEA,2015-05-20,average-max-temp,66
AUS,2015-05-17,record-min-temp,50
AUS,2015-05-17,average-min-temp,64
AUS,2015-05-17,actual-max-temp,83
AUS,2015-05-17,record-max-temp,93
AUS,2015-05-17,actual-min-temp,65
AUS,2015-05-17,average-max-temp,87
SEA,2015-05-21,record-min-temp,39
SEA,2015-05-21,average-min-temp,48
SEA,2015-05-21,actual-max-temp,78
SEA,2015-05-21,record-max-temp,93
SEA,2015-05-21,actual-min-temp,53
SEA,2015-05-21,average-max-temp,66
BOS,2015-05-12,record-min-temp,33
BOS,2015-05-12,average-min-temp,49
BOS,2015-05-12,actual-max-temp,87
BOS,2015-05-12,record-max-temp,88
BOS,2015-05-12,actual-min-temp,48
BOS,2015-05-12,average-max-temp,65
AUS,2015-05-18,record-min-temp,51
AUS,2015-05-18,average-min-temp,64
AUS,2015-05-18,actual-max-temp,88
AUS,2015-05-18,record-max-temp,95
AUS,2015-05-18,actual-min-temp,71
AUS,2015-05-18,average-max-temp,87
BOS,2015-05-13,record-min-temp,38
BOS,2015-05-13,average-min-temp,49
BOS,2015-05-13,actual-max-temp,69
BOS,2015-05-13,record-max-temp,87
BOS,2015-05-13,actual-min-temp,53
BOS,2015-05-13,average-max-temp,65
SEA,2015-05-22,record-min-temp,37
SEA,2015-05-22,average-min-temp,49
SEA,2015-05-22,actual-max-temp,62
SEA,2015-05-22,record-max-temp,86
SEA,2015-05-22,actual-min-temp,53
SEA,2015-05-22,average-max-temp,66
AUS,2015-05-19,record-min-temp,46
AUS,2015-05-19,average-min-temp,65
AUS,2015-05-19,actual-max-temp,87
AUS,2015-05-19,record-max-temp,97
AUS,2015-05-19,actual-min-temp,73
AUS,2015-05-19,average-max-temp,87
BOS,2015-05-14,record-min-temp,37
BOS,2015-05-14,average-min-temp,49
BOS,2015-05-14,actual-max-temp,69
BOS,2015-05-14,record-max-temp,86
BOS,2015-05-14,actual-min-temp,49
BOS,2015-05-14,average-max-temp,65
SEA,2015-05-23,record-min-temp,37
SEA,2015-05-23,average-min-temp,49
SEA,2015-05-23,actual-max-temp,61
SEA,2015-05-23,record-max-temp,90
SEA,2015-05-23,actual-min-temp,53
SEA,2015-05-23,average-max-temp,66
BOS,2015-05-15,record-min-temp,36
BOS,2015-05-15,average-min-temp,50
BOS,2015-05-15,actual-max-temp,67
BOS,2015-05-15,record-max-temp,93
BOS,2015-05-15,actual-min-temp,48
BOS,2015-05-15,average-max-temp,66
AUS,2015-05-20,record-min-temp,45
AUS,2015-05-20,average-min-temp,65
AUS,2015-05-20,actual-max-temp,88
AUS,2015-05-20,record-max-temp,99
AUS,2015-05-20,actual-min-temp,70
AUS,2015-05-20,average-max-temp,88
SEA,2015-05-24,record-min-temp,37
SEA,2015-05-24,average-min-temp,49
SEA,2015-05-24,actual-max-temp,64
SEA,2015-05-24,record-max-temp,89
SEA,2015-05-24,actual-min-temp,52
SEA,2015-05-24,average-max-temp,66
AUS,2015-05-21,record-min-temp,46
AUS,2015-05-21,average-min-temp,65
AUS,2015-05-21,actual-max-temp,75
AUS,2015-05-21,record-max-temp,97
AUS,2015-05-21,actual-min-temp,62
AUS,2015-05-21,average-max-temp,88
BOS,2015-05-16,record-min-temp,34
BOS,2015-05-16,average-min-temp,50
BOS,2015-05-16,actual-max-temp,71
BOS,2015-05-16,record-max-temp,93
BOS,2015-05-16,actual-min-temp,55
BOS,2015-05-16,average-max-temp,66
SEA,2015-05-25,record-min-temp,37
SEA,2015-05-25,average-min-temp,49
SEA,2015-05-25,actual-max-temp,60
SEA,2015-05-25,record-max-temp,84
SEA,2015-05-25,actual-min-temp,52
SEA,2015-05-25,average-max-temp,66
AUS,2015-05-22,record-min-temp,47
AUS,2015-05-22,average-min-temp,66
AUS,2015-05-22,actual-max-temp,78
AUS,2015-05-22,record-max-temp,97
AUS,2015-05-22,actual-min-temp,62
AUS,2015-05-22,average-max-temp,88
BOS,2015-05-17,record-min-temp,39
BOS,2015-05-17,average-min-temp,50
BOS,2015-05-17,actual-max-temp,67
BOS,2015-05-17,record-max-temp,92
BOS,2015-05-17,actual-min-temp,52
BOS,2015-05-17,average-max-temp,66
SEA,2015-05-26,record-min-temp,40
SEA,2015-05-26,average-min-temp,49
SEA,2015-05-26,actual-max-temp,71
SEA,2015-05-26,record-max-temp,89
SEA,2015-05-26,actual-min-temp,53
SEA,2015-05-26,average-max-temp,67
BOS,2015-05-18,record-min-temp,37
BOS,2015-05-18,average-min-temp,50
BOS,2015-05-18,actual-max-temp,58
BOS,2015-05-18,record-max-temp,91
BOS,2015-05-18,actual-min-temp,49
BOS,2015-05-18,average-max-temp,67
SEA,2015-05-27,record-min-temp,37
SEA,2015-05-27,average-min-temp,49
SEA,2015-05-27,actual-max-temp,76
SEA,2015-05-27,record-max-temp,89
SEA,2015-05-27,actual-min-temp,53
SEA,2015-05-27,average-max-temp,67
AUS,2015-05-23,record-min-temp,50
AUS,2015-05-23,average-min-temp,66
AUS,2015-05-23,actual-max-temp,86
AUS,2015-05-23,record-max-temp,99
AUS,2015-05-23,actual-min-temp,64
AUS,2015-05-23,average-max-temp,88
BOS,2015-05-19,record-min-temp,38
BOS,2015-05-19,average-min-temp,51
BOS,2015-05-19,actual-max-temp,65
BOS,2015-05-19,record-max-temp,90
BOS,2015-05-19,actual-min-temp,52
BOS,2015-05-19,average-max-temp,67
SEA,2015-05-28,record-min-temp,38
SEA,2015-05-28,average-min-temp,50
SEA,2015-05-28,actual-max-temp,82
SEA,2015-05-28,record-max-temp,92
SEA,2015-05-28,actual-min-temp,54
SEA,2015-05-28,average-max-temp,67
AUS,2015-05-24,record-min-temp,58
AUS,2015-05-24,average-min-temp,66
AUS,2015-05-24,actual-max-temp,82
AUS,2015-05-24,record-max-temp,99
AUS,2015-05-24,actual-min-temp,62
AUS,2015-05-24,average-max-temp,89
BOS,2015-05-20,record-min-temp,40
BOS,2015-05-20,average-min-temp,51
BOS,2015-05-20,actual-max-temp,66
BOS,2015-05-20,record-max-temp,91
BOS,2015-05-20,actual-min-temp,51
BOS,2015-05-20,average-max-temp,67
SEA,2015-05-29,record-min-temp,35
SEA,2015-05-29,average-min-temp,50
SEA,2015-05-29,actual-max-temp,79
SEA,2015-05-29,record-max-temp,85
SEA,2015-05-29,actual-min-temp,55
SEA,2015-05-29,average-max-temp,67
AUS,2015-05-25,record-min-temp,58
AUS,2015-05-25,average-min-temp,66
AUS,2015-05-25,actual-max-temp,84
AUS,2015-05-25,record-max-temp,100
AUS,2015-05-25,actual-min-temp,66
AUS,2015-05-25,average-max-temp,89
SEA,2015-05-30,record-min-temp,36
SEA,2015-05-30,average-min-temp,50
SEA,2015-05-30,actual-max-temp,73
SEA,2015-05-30,record-max-temp,87
SEA,2015-05-30,actual-min-temp,50
SEA,2015-05-30,average-max-temp,67
BOS,2015-05-21,record-min-temp,41
BOS,2015-05-21,average-min-temp,51
BOS,2015-05-21,actual-max-temp,67
BOS,2015-05-21,record-max-temp,93
BOS,2015-05-21,actual-min-temp,45
BOS,2015-05-21,average-max-temp,68
AUS,2015-05-26,record-min-temp,58
AUS,2015-05-26,average-min-temp,67
AUS,2015-05-26,actual-max-temp,88
AUS,2015-05-26,record-max-temp,96
AUS,2015-05-26,actual-min-temp,64
AUS,2015-05-26,average-max-temp,89
SEA,2015-05-31,record-min-temp,35
SEA,2015-05-31,average-min-temp,50
SEA,2015-05-31,actual-max-temp,77
SEA,2015-05-31,record-max-temp,90
SEA,2015-05-31,actual-min-temp,53
SEA,2015-05-31,average-max-temp,67
BOS,2015-05-22,record-min-temp,39
BOS,2015-05-22,average-min-temp,52
BOS,2015-05-22,actual-max-temp,76
BOS,2015-05-22,record-max-temp,93
BOS,2015-05-22,actual-min-temp,52
BOS,2015-05-22,average-max-temp,68
AUS,2015-05-27,record-min-temp,59
AUS,2015-05-27,average-min-temp,67
AUS,2015-05-27,actual-max-temp,87
AUS,2015-05-27,record-max-temp,100
AUS,2015-05-27,actual-min-temp,67
AUS,2015-05-27,average-max-temp,89
SEA,2015-06-01,record-min-temp,40
SEA,2015-06-01,average-min-temp,50
SEA,2015-06-01,actual-max-temp,61
SEA,2015-06-01,record-max-temp,94
SEA,2015-06-01,actual-min-temp,53
SEA,2015-06-01,average-max-temp,67
AUS,2015-05-28,record-min-temp,56
AUS,2015-05-28,average-min-temp,67
AUS,2015-05-28,actual-max-temp,88
AUS,2015-05-28,record-max-temp,100
AUS,2015-05-28,actual-min-temp,73
AUS,2015-05-28,average-max-temp,89
BOS,2015-05-23,record-min-temp,40
BOS,2015-05-23,average-min-temp,52
BOS,2015-05-23,actual-max-temp,65
BOS,2015-05-23,record-max-temp,93
BOS,2015-05-23,actual-min-temp,44
BOS,2015-05-23,average-max-temp,68
SEA,2015-06-02,record-min-temp,40
SEA,2015-06-02,average-min-temp,50
SEA,2015-06-02,actual-max-temp,64
SEA,2015-06-02,record-max-temp,94
SEA,2015-06-02,actual-min-temp,55
SEA,2015-06-02,average-max-temp,68
BOS,2015-05-24,record-min-temp,36
BOS,2015-05-24,average-min-temp,52
BOS,2015-05-24,actual-max-temp,83
BOS,2015-05-24,record-max-temp,93
BOS,2015-05-24,actual-min-temp,51
BOS,2015-05-24,average-max-temp,69
AUS,2015-05-29,record-min-temp,54
AUS,2015-05-29,average-min-temp,67
AUS,2015-05-29,actual-max-temp,87
AUS,2015-05-29,record-max-temp,98
AUS,2015-05-29,actual-min-temp,64
AUS,2015-05-29,average-max-temp,90
SEA,2015-06-03,record-min-temp,42
SEA,2015-06-03,average-min-temp,50
SEA,2015-06-03,actual-max-temp,68
